level_1,level_2,level_3,level_4,level_3_final,level_4_final,agency,agency_name,agency_display,agency_display_abbreviation,bureau,bureau_citation_display,bureau_display,bureau_display_abbreviation,program,value
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of Inspector General,Office of Inspector General,Office of Inspector General,,Salaries and Expenses,130335120.6
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Aviation Manufacturing Jobs Protection Program,303444331.5
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Essential Air Service and Rural Airport Improvement Fund,119153533.3
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Payments to Air Carriers,544928825.6
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Salaries and Expenses,231952211.5
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Financial Management Capital,7943568.887
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Office of Civil Rights,22241992.880000003
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Small and Disadvantaged Business Utilization and Outreach,7943568.887
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,"Transportation Planning, Research, and Development",3177427.555
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Cyber Security Initiatives,44483985.769999996
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Research and Technology,58782409.760000005
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Working Capital Fund,-15887137.77
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,"Working Capital Fund, Volpe National Transportation Systems Center",-139806812.4
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,TIFIA Highway Trust Fund Program Account,39717844.43
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,TIFIA Highway Trust Fund Program Account,417831723.40000004
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,National Infrastructure Investments,-1588713.777
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,"General Fund Payment To National Surface Transportation and Innovative Finance Bureau Highway Trust Fund Account, Upward Reestimates",417831723.40000004
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,National Surface Transportation and Innovative Finance Bureau,9532282.664
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,National Surface Transportation and Innovative Finance Bureau,-1588713.777
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,"Payment From The General Fund, National Surface Transportation and Innovative Finance Bureau Highway Trust Fund Account, Upward Reestimates",-417831723.40000004
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Thriving Communities,1588713.777
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Railroad Rehabilitation and Improvement Program,71492119.98
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Operational Support,33362989.32
Spending,Economy & Std of Living,Economy and Infrastructure,Transportation,Economy and Infrastructure,Transportation,Department of Transportation,US Department of Transportation,Department of Transportation,DOT,Pipeline and Hazardous Materials Safety Administration,Pipeline and Hazardous Materials Safety Administration,Pipeline and Hazardous Materials Safety Administration,PHMSA,Operational Expenses,34756032.17
